merchant_id,business_category,business_age,country,monthly_revenue,avg_transaction_value,chargeback_ratio,negative_reviews_ratio,previous_fraud_reports,suspicious_activity_flag,is_fraud
M02636,Clothing,11,France,42003,2460,0.23,0.01,3,Yes,1
M02637,Services,38,Brazil,98443,2930,0.1,0.26,1,Yes,1
M02638,Grocery,30,USA,108773,3793,0.16,0.01,2,No,0
M02639,Services,1,Brazil,85576,3733,0.28,0.19,8,Yes,1
M02640,Services,17,Brazil,189874,3971,0.09,0.12,10,Yes,1
M02641,Clothing,40,France,186784,2026,0.23,0.17,5,No,1
M02642,Clothing,48,France,20493,3310,0.26,0.03,5,No,1
M02643,Pharmacy,4,Canada,156395,4864,0.2,0.35,9,Yes,1
M02644,Clothing,8,France,85769,382,0.28,0.28,1,No,1
M02645,Automotive,11,Australia,44476,2418,0.2,0.11,2,Yes,1
M02646,Clothing,15,France,17732,3679,0.03,0.31,5,No,0
M02647,Grocery,22,France,69072,3083,0.23,0.14,9,Yes,1
M02648,Services,24,Australia,185844,4363,0.2,0.17,1,No,0
M02649,Clothing,44,Brazil,85379,3750,0.28,0.3,6,No,1
M02650,Pharmacy,7,France,52505,3313,0.04,0.11,8,No,1
M02651,Automotive,30,UK,91864,4217,0.11,0.03,1,Yes,1
M02652,Grocery,29,Canada,44249,385,0.11,0.06,7,No,1
M02653,Retail,31,India,139330,3709,0.25,0.14,8,Yes,1
M02654,Grocery,20,Germany,190759,2655,0.14,0.4,6,No,1
M02655,Automotive,32,India,11414,121,0.01,0.22,9,No,1
M02656,Retail,6,India,10255,965,0.08,0.04,0,No,0
M02657,Electronics,29,France,30127,2859,0.01,0.12,3,No,0
M02658,Clothing,44,India,138796,2525,0.01,0.22,10,No,1
M02659,Automotive,44,Germany,151978,19,0.29,0.33,6,No,1
M02660,Services,18,India,184247,4130,0.06,0.1,0,No,0
M02661,Clothing,36,UK,38183,4890,0.25,0.18,10,No,1
M02662,Clothing,44,UK,90935,1885,0.11,0.12,8,No,1
M02663,Services,15,UK,118931,485,0.19,0.17,0,No,0
M02664,Electronics,2,Germany,198879,1686,0.01,0.38,1,No,0
M02665,Electronics,39,USA,147036,1377,0.15,0.36,6,Yes,1
M02666,Retail,10,Brazil,177852,1500,0.1,0.3,5,Yes,1
M02667,Grocery,31,UK,76131,260,0.17,0.39,9,No,1
M02668,Grocery,49,India,38081,4616,0.28,0.03,10,Yes,1
M02669,Pharmacy,46,Brazil,103126,4499,0.28,0.22,10,Yes,1
M02670,Electronics,27,Australia,73782,1306,0.07,0.37,3,No,0
M02671,Services,35,Australia,57507,1101,0.06,0.23,10,No,1
M02672,Services,48,USA,6210,2194,0.26,0.38,8,Yes,1
M02673,Grocery,46,Canada,94732,4822,0.08,0.12,3,Yes,1
M02674,Services,35,Germany,12149,2174,0.12,0.22,3,Yes,1
M02675,Retail,28,India,171016,1856,0.02,0.01,0,Yes,1
M02676,Automotive,48,Brazil,144565,2862,0.08,0.39,9,Yes,1
M02677,Retail,36,USA,26166,3436,0.29,0.17,10,Yes,1
M02678,Grocery,23,Australia,11530,2162,0.26,0.12,0,Yes,1
M02679,Automotive,31,France,129642,3898,0.14,0.17,8,Yes,1
M02680,Retail,13,USA,57167,756,0.05,0.1,6,No,1
M02681,Retail,41,Australia,178551,378,0.12,0.2,1,Yes,1
M02682,Automotive,14,Australia,196514,1149,0.05,0.15,4,Yes,1
M02683,Clothing,4,UK,114032,144,0.09,0.04,8,Yes,1
M02684,Grocery,10,Australia,173917,3068,0.05,0.22,2,Yes,1
M02685,Clothing,9,Canada,81650,4032,0.07,0.07,4,No,0
M02686,Services,7,Canada,118928,3693,0.06,0.39,10,Yes,1
M02687,Pharmacy,12,Australia,92998,2596,0.26,0.34,3,No,1
M02688,Electronics,27,India,25262,1299,0.0,0.13,7,Yes,1
M02689,Services,40,Australia,15945,2181,0.19,0.15,4,Yes,1
M02690,Grocery,5,Brazil,25513,4446,0.06,0.39,2,No,0
M02691,Electronics,6,France,148404,533,0.14,0.19,8,No,1
M02692,Clothing,9,Germany,7503,982,0.17,0.1,9,Yes,1
M02693,Clothing,22,UK,148033,3463,0.25,0.28,7,Yes,1
M02694,Clothing,33,France,81215,4639,0.12,0.05,7,No,1
M02695,Pharmacy,1,Brazil,99100,4067,0.03,0.24,2,No,0
M02696,Electronics,21,Germany,39806,2992,0.17,0.07,3,Yes,1
M02697,Retail,3,Australia,45562,1116,0.3,0.08,7,No,1
M02698,Electronics,43,Canada,73801,1263,0.29,0.28,1,No,1
M02699,Retail,49,UK,65233,4228,0.28,0.34,9,No,1
M02700,Services,1,UK,74263,3284,0.24,0.16,10,Yes,1
M02701,Automotive,40,Canada,172158,296,0.26,0.37,1,Yes,1
M02702,Pharmacy,46,India,102243,930,0.23,0.25,9,No,1
M02703,Grocery,12,France,69817,1253,0.15,0.32,4,No,0
M02704,Services,27,France,42417,1109,0.23,0.15,2,No,1
M02705,Automotive,24,France,12056,950,0.07,0.26,3,No,0
M02706,Grocery,18,Australia,11349,2896,0.17,0.15,0,No,0
M02707,Automotive,35,India,50276,1015,0.09,0.19,2,Yes,1
M02708,Automotive,12,Australia,73951,2107,0.08,0.29,10,No,1
M02709,Automotive,3,Germany,122703,4845,0.2,0.05,8,Yes,1
M02710,Clothing,32,Brazil,137019,629,0.3,0.37,4,No,1
M02711,Electronics,30,France,124207,111,0.25,0.11,3,No,1
M02712,Clothing,3,India,15529,770,0.12,0.22,5,No,0
M02713,Automotive,12,Canada,67124,1569,0.09,0.08,9,No,1
M02714,Pharmacy,39,India,193665,3636,0.08,0.34,0,No,0
M02715,Electronics,7,India,170615,4912,0.08,0.17,1,No,0
M02716,Retail,19,Canada,181558,1741,0.06,0.28,0,Yes,1
M02717,Retail,35,USA,182172,3320,0.11,0.01,7,No,1
M02718,Retail,14,Brazil,140621,4739,0.23,0.27,8,No,1
M02719,Electronics,24,Canada,199668,4574,0.09,0.11,2,Yes,1
M02720,Services,28,USA,136681,4036,0.02,0.01,3,Yes,1
M02721,Retail,17,Canada,163196,1741,0.08,0.28,1,No,0
M02722,Grocery,4,France,56331,1367,0.03,0.2,4,Yes,1
M02723,Pharmacy,49,USA,136355,2883,0.27,0.18,7,No,1
M02724,Grocery,39,UK,172657,605,0.26,0.37,2,Yes,1
M02725,Pharmacy,12,Canada,196386,944,0.25,0.0,1,No,1
M02726,Services,46,India,157534,1798,0.18,0.17,10,No,1
M02727,Retail,34,India,132880,3523,0.07,0.38,0,No,0
M02728,Services,4,USA,190053,268,0.19,0.17,7,Yes,1
M02729,Services,48,Australia,185173,2197,0.17,0.16,6,No,1
M02730,Clothing,17,Australia,111712,2056,0.21,0.03,2,Yes,1
M02731,Clothing,33,Canada,121894,963,0.08,0.3,3,No,0
M02732,Retail,44,Canada,111792,3891,0.1,0.17,7,Yes,1
M02733,Services,32,Brazil,105984,4319,0.04,0.27,0,No,0
M02734,Grocery,37,France,85102,2751,0.18,0.14,8,Yes,1
M02735,Clothing,39,Germany,111769,771,0.21,0.31,3,Yes,1
M02736,Electronics,43,Australia,18567,2513,0.2,0.09,9,Yes,1
M02737,Services,9,UK,170687,2958,0.05,0.19,8,Yes,1
M02738,Services,15,Germany,14028,3536,0.15,0.29,3,Yes,1
M02739,Pharmacy,33,UK,117043,4780,0.01,0.15,3,No,0
M02740,Automotive,23,Australia,92242,2995,0.3,0.14,8,Yes,1
M02741,Automotive,20,Australia,147412,3511,0.05,0.13,8,No,1
M02742,Automotive,12,France,117007,615,0.11,0.1,5,Yes,1
M02743,Pharmacy,24,Australia,146628,106,0.09,0.29,7,Yes,1
M02744,Clothing,10,UK,23229,465,0.24,0.06,6,Yes,1
M02745,Electronics,1,Brazil,103383,1722,0.02,0.36,9,No,1
M02746,Grocery,45,India,114406,4968,0.02,0.35,1,Yes,1
M02747,Retail,2,USA,148294,4952,0.04,0.2,5,No,0
M02748,Electronics,24,France,122001,71,0.19,0.28,2,No,0
M02749,Automotive,18,Canada,103723,936,0.25,0.23,3,No,1
M02750,Services,6,USA,122668,3116,0.13,0.33,7,No,1
M02751,Automotive,6,Australia,189086,1804,0.05,0.17,8,Yes,1
M02752,Grocery,33,Brazil,99595,2775,0.16,0.17,2,No,0
M02753,Retail,3,Brazil,141123,2501,0.29,0.22,7,No,1
M02754,Retail,21,Brazil,113563,2678,0.13,0.13,5,Yes,1
M02755,Automotive,11,Germany,30877,319,0.1,0.33,10,Yes,1
M02756,Retail,22,Germany,138130,927,0.23,0.2,2,Yes,1
M02757,Automotive,6,UK,30426,3176,0.27,0.03,6,No,1
M02758,Services,23,France,12443,4493,0.17,0.2,2,No,0
M02759,Retail,39,France,30210,3862,0.12,0.36,7,No,1
M02760,Retail,24,India,164759,1513,0.08,0.17,0,Yes,1
M02761,Retail,7,Germany,165583,1050,0.03,0.29,8,Yes,1
M02762,Retail,27,Brazil,198098,4667,0.27,0.17,5,Yes,1
M02763,Automotive,34,India,72573,3146,0.07,0.17,2,No,0
M02764,Pharmacy,39,UK,78771,4882,0.2,0.02,5,No,0
M02765,Grocery,4,France,124606,3418,0.12,0.25,0,No,0
M02766,Electronics,29,Canada,115431,1450,0.01,0.0,6,Yes,1
M02767,Electronics,25,Canada,66910,3639,0.15,0.18,5,Yes,1
M02768,Automotive,22,Brazil,12795,1491,0.09,0.29,7,No,1
M02769,Services,2,Brazil,59013,4143,0.25,0.34,1,Yes,1
M02770,Electronics,12,USA,118232,3269,0.1,0.37,6,No,1
M02771,Electronics,37,UK,5476,1544,0.03,0.31,8,Yes,1
M02772,Retail,9,Brazil,29201,2608,0.26,0.24,8,No,1
M02773,Services,29,France,69780,4605,0.05,0.12,6,Yes,1
M02774,Pharmacy,46,Canada,39798,1205,0.28,0.18,8,No,1
M02775,Electronics,38,Canada,60064,936,0.09,0.14,5,Yes,1
M02776,Electronics,23,Canada,110147,3905,0.09,0.23,3,Yes,1
M02777,Services,46,UK,80700,4622,0.08,0.05,6,No,1
M02778,Retail,6,USA,173363,3052,0.14,0.19,5,No,0
M02779,Electronics,16,UK,123347,2678,0.05,0.29,6,No,1
M02780,Retail,37,Australia,141142,3940,0.13,0.4,3,Yes,1
M02781,Automotive,42,UK,112819,4130,0.22,0.21,10,No,1
M02782,Clothing,3,Canada,174937,3608,0.17,0.21,9,Yes,1
M02783,Grocery,48,USA,45273,3056,0.25,0.25,1,No,1
M02784,Clothing,45,Australia,24918,3225,0.29,0.14,6,No,1
M02785,Clothing,26,France,147636,1090,0.04,0.31,5,Yes,1
M02786,Pharmacy,30,USA,5807,3469,0.29,0.18,0,Yes,1
M02787,Electronics,39,USA,16819,2633,0.21,0.35,3,Yes,1
M02788,Electronics,14,Australia,101134,3824,0.02,0.23,0,Yes,1
M02789,Automotive,36,Australia,195113,4181,0.14,0.06,5,No,0
M02790,Services,36,France,143849,2879,0.14,0.29,4,Yes,1
M02791,Automotive,50,Brazil,46829,2064,0.06,0.17,8,Yes,1
M02792,Electronics,2,India,20676,1821,0.04,0.4,4,No,0
M02793,Electronics,1,Brazil,93714,4255,0.29,0.28,5,Yes,1
M02794,Electronics,34,Germany,108688,3994,0.1,0.16,1,No,0
M02795,Clothing,32,UK,129310,3504,0.3,0.14,1,No,1
M02796,Electronics,44,UK,50947,2228,0.08,0.33,6,No,1
M02797,Retail,19,India,56546,3137,0.03,0.02,10,No,1
M02798,Electronics,46,India,120536,1523,0.2,0.22,0,Yes,1
M02799,Pharmacy,18,UK,199979,3802,0.09,0.29,3,Yes,1
M02800,Clothing,50,Germany,30563,1750,0.23,0.29,5,No,1
M02801,Electronics,50,Brazil,80836,2485,0.25,0.25,10,No,1
M02802,Clothing,33,India,66927,119,0.11,0.3,0,No,0
M02803,Services,19,France,57335,428,0.22,0.01,8,No,1
M02804,Clothing,6,India,71815,1037,0.03,0.14,7,No,1
M02805,Pharmacy,26,Canada,148941,2435,0.03,0.01,0,No,0
M02806,Retail,21,Germany,34979,1863,0.25,0.02,8,Yes,1
M02807,Automotive,17,Brazil,185806,3279,0.29,0.31,7,Yes,1
M02808,Services,36,USA,41949,205,0.19,0.0,8,Yes,1
M02809,Electronics,2,Germany,124879,4997,0.06,0.31,8,No,1
M02810,Electronics,21,UK,159589,1873,0.09,0.32,0,Yes,1
M02811,Pharmacy,47,USA,97911,4084,0.0,0.28,10,No,1
M02812,Retail,17,Germany,18895,872,0.06,0.24,10,Yes,1
M02813,Grocery,27,Australia,134523,3182,0.03,0.07,0,Yes,1
M02814,Automotive,23,France,163083,3608,0.15,0.01,0,Yes,1
M02815,Electronics,42,Germany,37080,3313,0.19,0.21,8,No,1
M02816,Clothing,26,UK,14683,1271,0.06,0.36,3,Yes,1
M02817,Clothing,16,France,93113,2844,0.28,0.35,4,Yes,1
M02818,Electronics,5,Germany,184997,4326,0.22,0.09,8,Yes,1
M02819,Pharmacy,25,Canada,191012,399,0.09,0.01,0,No,0
M02820,Services,42,Canada,125476,3288,0.27,0.33,5,Yes,1
M02821,Clothing,29,France,170942,1304,0.02,0.1,7,No,1
M02822,Services,1,UK,72879,1689,0.16,0.28,5,Yes,1
M02823,Clothing,29,UK,188050,335,0.09,0.26,1,No,0
M02824,Grocery,4,Canada,14937,4656,0.27,0.31,5,No,1
M02825,Automotive,35,USA,7283,1416,0.14,0.26,9,No,1
M02826,Pharmacy,41,Brazil,152818,1182,0.03,0.08,1,Yes,1
M02827,Pharmacy,37,Canada,26931,4871,0.05,0.31,10,Yes,1
M02828,Electronics,24,Canada,128200,1346,0.23,0.18,0,Yes,1
M02829,Electronics,6,France,73722,168,0.09,0.19,9,No,1
M02830,Retail,49,Germany,49366,4484,0.11,0.0,1,Yes,1
M02831,Retail,12,France,129919,777,0.03,0.24,2,Yes,1
M02832,Clothing,33,UK,149517,1253,0.16,0.31,5,Yes,1
M02833,Grocery,9,India,175794,2105,0.06,0.24,4,No,0
M02834,Clothing,28,USA,194107,2196,0.16,0.06,2,No,0
M02835,Automotive,4,USA,101133,2621,0.09,0.26,8,No,1
M02836,Services,7,Canada,156261,2915,0.12,0.07,3,Yes,1
M02837,Grocery,4,France,16314,1047,0.23,0.25,6,Yes,1
M02838,Retail,25,India,94610,4400,0.12,0.04,1,No,0
M02839,Grocery,7,USA,75030,3925,0.09,0.01,6,Yes,1
M02840,Automotive,1,France,59010,3294,0.05,0.01,1,No,0
M02841,Electronics,41,France,168691,1803,0.13,0.08,1,Yes,1
M02842,Services,24,UK,92967,1993,0.15,0.02,0,Yes,1
M02843,Electronics,6,USA,17221,673,0.25,0.05,6,Yes,1
M02844,Grocery,6,Australia,155317,915,0.07,0.02,9,No,1
M02845,Electronics,20,Canada,128240,4358,0.18,0.39,7,No,1
M02846,Automotive,3,Brazil,193297,4730,0.2,0.35,9,Yes,1
M02847,Retail,28,Brazil,77594,3210,0.28,0.37,6,Yes,1
M02848,Services,25,France,181311,4247,0.18,0.34,10,No,1
M02849,Clothing,5,Brazil,93870,3568,0.17,0.19,1,Yes,1
M02850,Electronics,25,Australia,112704,3083,0.09,0.05,1,No,0
M02851,Retail,16,UK,48975,3109,0.23,0.05,3,No,1
M02852,Retail,18,USA,158441,3368,0.28,0.1,8,Yes,1
M02853,Automotive,37,Brazil,19622,4515,0.06,0.19,9,Yes,1
M02854,Grocery,27,Canada,170343,3414,0.23,0.34,4,No,1
M02855,Grocery,32,Australia,51385,4533,0.24,0.37,6,No,1
M02856,Retail,50,Germany,169457,1554,0.02,0.34,6,Yes,1
M02857,Retail,14,France,41179,143,0.27,0.11,6,No,1
M02858,Electronics,49,UK,66648,871,0.0,0.06,5,Yes,1
M02859,Automotive,36,Canada,93756,3063,0.08,0.38,2,No,0
M02860,Automotive,24,France,66846,1015,0.27,0.27,7,Yes,1
M02861,Clothing,12,Canada,78293,3060,0.12,0.17,7,No,1
M02862,Retail,10,India,162278,1202,0.21,0.25,1,Yes,1
M02863,Clothing,49,Australia,53708,474,0.23,0.13,6,Yes,1
M02864,Pharmacy,38,Brazil,102398,4192,0.17,0.31,6,Yes,1
M02865,Electronics,14,UK,123108,2451,0.19,0.01,0,No,0
M02866,Clothing,4,UK,36874,579,0.13,0.11,10,Yes,1
M02867,Electronics,23,France,171782,4323,0.25,0.02,10,No,1
M02868,Retail,25,France,154954,4799,0.21,0.09,7,No,1
M02869,Retail,7,Brazil,23614,254,0.1,0.16,6,No,1
M02870,Retail,8,Australia,169533,3497,0.1,0.23,8,Yes,1
M02871,Grocery,27,India,161882,2084,0.03,0.31,10,Yes,1
M02872,Electronics,44,Canada,172754,1042,0.06,0.4,10,Yes,1
M02873,Pharmacy,16,UK,127447,3426,0.14,0.26,9,Yes,1
M02874,Automotive,4,USA,181529,1042,0.21,0.37,5,Yes,1
M02875,Grocery,37,USA,197119,2912,0.16,0.37,1,Yes,1
M02876,Retail,14,USA,71745,338,0.17,0.12,3,Yes,1
M02877,Services,35,Canada,147935,2469,0.1,0.35,3,Yes,1
M02878,Retail,34,Brazil,151451,4017,0.21,0.07,10,Yes,1
M02879,Grocery,39,Canada,94317,4736,0.18,0.26,0,No,0
M02880,Automotive,20,Australia,43454,1710,0.27,0.16,8,Yes,1
M02881,Retail,14,Canada,29701,3522,0.08,0.12,10,Yes,1
M02882,Pharmacy,43,Australia,155514,1806,0.18,0.03,8,Yes,1
M02883,Pharmacy,12,USA,110905,4222,0.13,0.17,10,Yes,1
M02884,Electronics,39,Germany,126437,3430,0.06,0.22,4,Yes,1
M02885,Retail,7,France,43020,2831,0.24,0.03,1,Yes,1
M02886,Grocery,14,Brazil,141122,4584,0.01,0.26,9,No,1
M02887,Automotive,47,India,10259,3501,0.15,0.29,3,Yes,1
M02888,Retail,50,Germany,189458,4117,0.18,0.21,8,Yes,1
M02889,Clothing,21,Germany,73940,1671,0.14,0.26,4,No,0
M02890,Electronics,26,UK,168059,3011,0.18,0.24,6,No,1
M02891,Electronics,35,India,148323,861,0.24,0.08,4,Yes,1
M02892,Electronics,25,UK,86284,1835,0.19,0.23,0,Yes,1
M02893,Pharmacy,26,Germany,174309,1031,0.23,0.36,2,Yes,1
M02894,Pharmacy,46,India,110157,780,0.22,0.17,5,Yes,1
M02895,Retail,13,Australia,43898,1218,0.05,0.15,4,No,0
M02896,Services,43,India,76620,2772,0.28,0.27,10,Yes,1
M02897,Services,46,Germany,81818,1005,0.26,0.14,3,Yes,1
M02898,Services,27,Canada,60618,2277,0.16,0.22,2,No,0
M02899,Electronics,46,Canada,38947,4437,0.07,0.28,1,Yes,1
M02900,Automotive,45,India,128755,3384,0.07,0.03,3,No,0
M02901,Clothing,50,Germany,179350,4139,0.17,0.05,3,Yes,1
M02902,Grocery,35,Germany,99214,739,0.03,0.24,8,Yes,1
M02903,Electronics,2,Australia,196569,2163,0.02,0.04,5,Yes,1
M02904,Automotive,29,Brazil,96556,3720,0.13,0.13,6,Yes,1
M02905,Pharmacy,31,Brazil,191705,4893,0.26,0.1,10,No,1
M02906,Clothing,39,Germany,140311,298,0.23,0.14,10,No,1
M02907,Automotive,24,India,128917,3239,0.27,0.28,9,Yes,1
M02908,Services,19,UK,184246,871,0.08,0.13,3,Yes,1
M02909,Services,13,India,74311,1314,0.18,0.17,7,Yes,1
M02910,Retail,34,India,6920,1364,0.25,0.1,8,No,1
M02911,Pharmacy,36,USA,159187,215,0.17,0.4,7,No,1
M02912,Electronics,3,UK,114118,1147,0.11,0.37,9,No,1
M02913,Retail,18,Canada,21319,1321,0.17,0.18,8,Yes,1
M02914,Retail,42,France,108200,2841,0.18,0.2,2,Yes,1
M02915,Automotive,16,India,127209,2648,0.07,0.3,5,No,0
M02916,Pharmacy,31,France,11103,151,0.27,0.29,6,Yes,1
M02917,Clothing,17,Canada,119495,3483,0.29,0.21,1,No,1
M02918,Electronics,22,UK,114344,2585,0.26,0.26,0,Yes,1
M02919,Pharmacy,35,Canada,119297,2146,0.13,0.0,8,No,1
M02920,Services,48,Australia,95325,4086,0.1,0.03,7,No,1
M02921,Services,15,Germany,93216,3266,0.21,0.0,4,Yes,1
M02922,Pharmacy,44,Australia,122493,2376,0.28,0.09,8,Yes,1
M02923,Clothing,19,USA,198386,899,0.26,0.01,2,No,1
M02924,Pharmacy,10,UK,44329,975,0.12,0.13,1,Yes,1
M02925,Automotive,38,USA,10189,134,0.29,0.39,4,No,1
M02926,Grocery,42,Germany,189403,1838,0.01,0.05,2,Yes,1
M02927,Services,15,Brazil,131384,3320,0.27,0.39,10,No,1
M02928,Retail,46,Canada,178062,2088,0.3,0.16,8,Yes,1
M02929,Electronics,39,India,19042,4094,0.25,0.36,6,Yes,1
M02930,Automotive,10,Brazil,163337,2019,0.04,0.15,3,No,0
M02931,Pharmacy,4,USA,55531,3552,0.18,0.09,8,Yes,1
M02932,Grocery,49,USA,54136,4954,0.16,0.31,4,No,0
M02933,Pharmacy,31,India,181598,3509,0.13,0.17,7,Yes,1
M02934,Automotive,44,France,194299,4926,0.24,0.23,0,No,1
M02935,Automotive,24,Brazil,137151,4382,0.22,0.11,1,Yes,1
M02936,Electronics,9,UK,102860,3701,0.19,0.07,4,Yes,1
M02937,Grocery,48,UK,35610,3541,0.23,0.08,1,Yes,1
M02938,Pharmacy,12,Australia,69478,4063,0.16,0.38,0,Yes,1
M02939,Electronics,16,India,191227,1023,0.22,0.19,7,No,1
M02940,Retail,32,France,108822,2568,0.16,0.07,3,No,0
M02941,Grocery,28,Australia,159498,1906,0.12,0.18,8,No,1
M02942,Clothing,34,Brazil,12128,1396,0.22,0.36,1,Yes,1
M02943,Services,43,France,11911,3285,0.22,0.06,9,No,1
M02944,Retail,50,France,162523,2487,0.01,0.01,10,No,1
M02945,Services,34,USA,79712,2781,0.22,0.13,4,No,1
M02946,Services,15,Brazil,138469,3752,0.26,0.12,2,Yes,1
M02947,Automotive,29,Germany,155218,1443,0.26,0.17,5,Yes,1
M02948,Electronics,20,Australia,158061,813,0.22,0.29,9,No,1
M02949,Grocery,8,UK,87837,2621,0.2,0.18,4,No,0
M02950,Clothing,37,Canada,129842,4074,0.18,0.38,1,No,0
M02951,Clothing,7,Brazil,175620,2062,0.17,0.19,7,No,1
M02952,Automotive,8,UK,103756,3784,0.25,0.25,2,No,1
M02953,Retail,26,India,137067,198,0.04,0.01,3,Yes,1
M02954,Services,11,India,159455,4627,0.29,0.08,2,Yes,1
M02955,Automotive,23,Australia,17688,155,0.12,0.05,9,No,1
M02956,Grocery,48,India,24976,3176,0.16,0.09,3,Yes,1
M02957,Retail,34,India,16074,2047,0.08,0.14,9,Yes,1
M02958,Electronics,3,UK,40472,274,0.12,0.03,1,Yes,1
M02959,Pharmacy,36,Brazil,187411,3723,0.16,0.35,9,Yes,1
M02960,Retail,25,USA,54514,730,0.24,0.04,5,No,1
M02961,Automotive,4,India,143741,2492,0.02,0.22,0,Yes,1
M02962,Clothing,50,Brazil,6764,4702,0.3,0.08,3,No,1
M02963,Electronics,18,Germany,63240,81,0.18,0.15,2,No,0
M02964,Clothing,18,UK,141866,2286,0.08,0.25,10,No,1
M02965,Electronics,4,Canada,40778,1030,0.29,0.11,5,Yes,1
M02966,Grocery,37,Australia,60203,2040,0.1,0.1,8,Yes,1
M02967,Services,28,India,105426,3446,0.26,0.29,10,Yes,1
M02968,Pharmacy,25,UK,62733,3333,0.2,0.02,6,No,1
M02969,Grocery,46,India,147483,4805,0.29,0.01,4,No,1
M02970,Retail,26,France,19102,1137,0.25,0.24,7,No,1
M02971,Services,3,France,18844,2068,0.3,0.38,4,No,1
M02972,Pharmacy,32,UK,86538,1764,0.09,0.36,2,Yes,1
M02973,Clothing,30,Brazil,100225,2712,0.14,0.33,2,No,0
M02974,Services,30,India,79778,1161,0.28,0.1,6,No,1
M02975,Automotive,19,UK,47795,4523,0.16,0.18,2,Yes,1
M02976,Clothing,5,Australia,89965,4617,0.16,0.37,6,No,1
M02977,Retail,5,Australia,44170,4823,0.1,0.25,5,No,0
M02978,Pharmacy,15,USA,119463,4482,0.2,0.22,10,Yes,1
M02979,Automotive,42,UK,199459,289,0.27,0.02,4,Yes,1
M02980,Clothing,15,Canada,43514,3336,0.14,0.3,9,No,1
M02981,Electronics,23,Brazil,120884,1158,0.04,0.05,5,Yes,1
M02982,Services,3,Brazil,175203,1070,0.25,0.24,10,No,1
M02983,Automotive,18,Brazil,15125,2307,0.27,0.08,4,No,1
M02984,Grocery,30,USA,61152,3229,0.16,0.14,4,No,0
M02985,Retail,13,Brazil,46508,4554,0.13,0.21,3,Yes,1
M02986,Services,29,France,52223,1493,0.25,0.12,6,Yes,1
M02987,Grocery,18,France,190302,368,0.0,0.27,6,No,1
M02988,Retail,25,France,180045,255,0.25,0.16,9,Yes,1
M02989,Electronics,37,UK,180334,3077,0.2,0.32,3,No,0
M02990,Grocery,28,UK,96984,1550,0.25,0.23,0,No,1
M02991,Electronics,46,Canada,88976,2907,0.2,0.23,3,No,0
M02992,Grocery,36,France,137306,1876,0.19,0.37,6,No,1
M02993,Pharmacy,13,India,174107,4293,0.06,0.4,5,No,0
M02994,Grocery,15,India,115832,2635,0.09,0.17,3,No,0
M02995,Pharmacy,41,UK,124542,756,0.19,0.38,5,No,0
M02996,Clothing,37,USA,43201,418,0.24,0.08,0,No,1
M02997,Automotive,30,UK,181650,483,0.01,0.06,10,Yes,1
M02998,Electronics,43,Canada,59994,4345,0.29,0.4,6,Yes,1
M02999,Grocery,50,USA,91354,701,0.1,0.21,0,Yes,1
M03000,Services,15,Australia,182118,2988,0.03,0.26,4,Yes,1
M03001,Pharmacy,26,Germany,22719,212,0.19,0.12,2,No,0
M03002,Automotive,7,Germany,144851,1900,0.27,0.35,7,No,1
M03003,Electronics,5,UK,17346,2890,0.06,0.01,7,No,1
M03004,Clothing,32,USA,111359,4395,0.14,0.14,8,Yes,1
M03005,Retail,12,Brazil,98321,2033,0.09,0.05,8,No,1
M03006,Automotive,37,Brazil,184287,4345,0.01,0.34,10,Yes,1
M03007,Automotive,29,Brazil,12828,2656,0.1,0.21,6,Yes,1
M03008,Retail,14,Canada,68481,3450,0.06,0.28,4,No,0
M03009,Services,33,Australia,97523,2192,0.05,0.21,1,No,0
M03010,Pharmacy,39,USA,89091,1311,0.21,0.07,0,No,1
M03011,Clothing,46,India,143602,1810,0.25,0.23,10,Yes,1
M03012,Services,18,USA,17722,153,0.2,0.17,0,No,0
M03013,Electronics,36,Canada,194202,293,0.18,0.15,2,No,0
M03014,Pharmacy,45,Australia,91820,2357,0.11,0.13,7,No,1
M03015,Services,47,UK,142961,1086,0.07,0.01,7,No,1
M03016,Retail,27,Australia,112790,1628,0.06,0.33,1,No,0
M03017,Grocery,30,Canada,96294,3183,0.11,0.16,5,Yes,1
M03018,Electronics,1,India,32085,1530,0.13,0.09,7,No,1
M03019,Services,26,UK,90650,4657,0.29,0.02,9,No,1
M03020,Electronics,19,France,192033,157,0.16,0.27,10,Yes,1
M03021,Services,40,Brazil,86811,2273,0.25,0.37,0,No,1
M03022,Electronics,26,Brazil,187363,2748,0.19,0.14,7,No,1
M03023,Pharmacy,16,Brazil,39815,1163,0.01,0.12,6,Yes,1
M03024,Retail,22,Australia,69135,3232,0.07,0.23,9,Yes,1
M03025,Grocery,19,UK,24061,1662,0.06,0.35,9,No,1
M03026,Pharmacy,35,USA,40656,2242,0.07,0.04,0,No,0
M03027,Pharmacy,46,France,18242,1147,0.09,0.14,4,No,0
M03028,Retail,37,Australia,64544,578,0.08,0.32,3,No,0
M03029,Retail,45,Germany,67493,2566,0.11,0.08,1,No,0
M03030,Electronics,28,India,85438,4044,0.02,0.07,5,No,0
M03031,Clothing,9,USA,50857,3784,0.21,0.18,7,No,1
M03032,Automotive,23,Canada,100880,3279,0.0,0.23,1,No,0
M03033,Grocery,18,USA,5029,3908,0.04,0.07,3,No,0
